Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,,,,,,,
00:01:00,729.91,729.91,729.91,729.91,0.14039545,102.47604291,729.91
00:02:00,729.92,729.92,729.92,729.92,0.95493877,697.028907,729.92
00:03:00,,,,,,,
00:04:00,,,,,,,
00:05:00,,,,,,,
00:06:00,729.92,729.92,729.92,729.92,0.104,75.91168,729.92
00:07:00,,,,,,,
00:08:00,,,,,,,
00:09:00,730.0,730.0,730.0,730.0,0.129,94.17,730.0
00:10:00,,,,,,,
00:11:00,,,,,,,
00:12:00,729.92,729.92,729.92,729.92,0.104,75.91168,729.92
00:13:00,729.92,729.92,729.92,729.92,0.02061997,15.050928502,729.92
00:14:00,,,,,,,
00:15:00,729.92,729.92,729.88,729.88,16.5158665,12055.175633,729.91481452
00:16:00,729.88,729.88,729.88,729.88,0.12525608,91.42190767,729.88
00:17:00,,,,,,,
00:18:00,,,,,,,
00:19:00,729.92,729.92,729.92,729.92,0.03505536,25.587608371,729.92
00:20:00,,,,,,,
00:21:00,729.92,729.92,729.92,729.92,0.15570815,113.65449285,729.92
00:22:00,,,,,,,
00:23:00,,,,,,,
00:24:00,729.84,729.84,729.84,729.84,0.64525823,470.93526658,729.84
00:25:00,728.95,728.95,728.86,728.91,49.48138972,36067.038626,728.90108444
00:26:00,,,,,,,
00:27:00,729.84,729.84,729.84,729.84,0.243673,177.84230232,729.84
00:28:00,,,,,,,
00:29:00,,,,,,,
00:30:00,,,,,,,
00:31:00,,,,,,,
00:32:00,729.84,729.88,729.84,729.88,0.12572538,91.759997604,729.84466306
00:33:00,,,,,,,
00:34:00,729.95,729.95,729.95,729.95,0.50705941,370.12801633,729.95
00:35:00,,,,,,,
00:36:00,,,,,,,
00:37:00,,,,,,,
00:38:00,,,,,,,
00:39:00,,,,,,,
00:40:00,729.97,729.97,729.97,729.97,0.38031161,277.61606595,729.97
00:41:00,729.95,729.95,729.95,729.95,0.02,14.599,729.95
00:42:00,,,,,,,
00:43:00,,,,,,,
00:44:00,,,,,,,
00:45:00,729.95,729.95,729.95,729.95,1.770745,1292.5553127,729.95
00:46:00,729.04,729.04,729.04,729.04,0.0495,36.08748,729.04
00:47:00,729.96,729.96,729.96,729.96,0.05641359,41.179664156,729.96
00:48:00,,,,,,,
00:49:00,,,,,,,
00:50:00,,,,,,,
00:51:00,,,,,,,
00:52:00,,,,,,,
00:53:00,,,,,,,
00:54:00,,,,,,,
00:55:00,,,,,,,
00:56:00,,,,,,,
00:57:00,,,,,,,
00:58:00,,,,,,,
00:59:00,,,,,,,
01:00:00,729.96,729.96,729.96,729.96,0.01197975,8.74473831,729.96
01:01:00,729.96,729.97,729.96,729.97,2.0,1459.9335115,729.96675577
01:02:00,,,,,,,
01:03:00,729.74,729.74,729.74,729.74,0.22451326,163.83630635,729.74
01:04:00,729.04,729.04,729.0,729.0,43.33914453,31594.335823,729.00229494
01:05:00,,,,,,,
01:06:00,728.91,728.91,728.91,728.91,0.14044569,102.3722679,728.91
01:07:00,728.93,728.93,728.93,728.93,0.01015591,7.4029474763,728.93
01:08:00,728.91,728.91,728.91,728.91,0.364343,265.57325613,728.91
01:09:00,,,,,,,
01:10:00,,,,,,,
01:11:00,728.87,728.87,728.87,728.87,0.02029044,14.789093003,728.87
01:12:00,,,,,,,
01:13:00,,,,,,,
01:14:00,,,,,,,
01:15:00,728.4,728.41,728.4,728.41,3.42300048,2493.3236496,728.40295063
