Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,,,,,,,
00:01:00,,,,,,,
00:02:00,81.02,81.02,68.32,70.0,208.78188956,15444.675334,73.975167896
00:03:00,80.0,82.48,79.0,79.0,41.05284743,3288.3054131,80.099326086
00:04:00,79.0,79.88,78.99,79.88,4.28626471,339.58764356,79.226941531
00:05:00,79.88,80.0,79.88,79.99,3.8137225,304.65235261,79.883198793
00:06:00,79.88,79.88,75.55,79.0,13.49117059,1058.1550415,78.433152591
00:07:00,79.0,79.87,79.0,79.0,7.56575541,597.73824819,79.005758949
00:08:00,75.78,79.0,75.57,79.0,10.31129675,795.05032078,77.104785175
00:09:00,79.0,79.0,79.0,79.0,1.78126582,140.71999978,79.0
00:10:00,,,,,,,
00:11:00,78.0,79.81,78.0,79.81,6.83994487,544.81000007,79.65122679
00:12:00,79.0,79.0,75.55,75.55,9.77857444,746.82503216,76.373610156
00:13:00,76.5,79.0,76.5,79.0,5.31914708,407.15905542,76.54592913
00:14:00,79.0,79.0,79.0,79.0,4.7063292,371.8000068,79.0
00:15:00,78.0,78.0,78.0,78.0,0.1985098,15.4837644,78.0
00:16:00,78.0,78.0,75.0,75.0,50.09923076,3769.6912831,75.244494294
00:17:00,75.0,75.0,75.0,75.0,51.72675506,3879.5066295,75.0
00:18:00,75.0,75.0,75.0,75.0,13.95845072,1046.883804,75.0
00:19:00,75.0,75.0,75.0,75.0,0.77701595,58.27619625,75.0
00:20:00,74.8,74.8,74.77,74.77,1.02,76.266,74.770588235
00:21:00,,,,,,,
00:22:00,,,,,,,
00:23:00,74.0,75.0,74.0,75.0,3.64867617,271.14922063,74.314411035
00:24:00,75.0,75.0,75.0,75.0,0.13266667,9.95000025,75.0
00:25:00,77.0,77.0,74.0,74.0,1.38571429,104.15200033,75.161237119
00:26:00,77.0,77.0,77.0,77.0,4.5,346.5,77.0
00:27:00,77.0,77.0,77.0,77.0,0.94,72.38,77.0
00:28:00,77.0,77.0,77.0,77.0,0.69896104,53.82000008,77.0
00:29:00,77.0,77.0,76.5,76.5,1.43562346,110.52999988,76.990940149
00:30:00,77.0,77.0,77.0,77.0,3.98683328,306.98616256,77.0
00:31:00,,,,,,,
00:32:00,,,,,,,
00:33:00,77.0,77.0,76.5,76.5,1.64922077,126.63999929,76.787778564
00:34:00,75.0,75.0,74.0,74.0,23.3445452,1739.5632844,74.516906176
00:35:00,74.0,74.0,73.02,73.04,11.67844158,860.32467692,73.66776389
00:36:00,75.89,76.0,75.89,76.0,11.0103421,836.6761646,75.990024379
00:37:00,76.0,76.0,76.0,76.0,25.85323588,1964.8459269,76.0
00:38:00,76.0,76.0,76.0,76.0,1.14263157,86.83999932,76.0
00:39:00,74.8,74.8,74.8,74.8,5.14679145,384.98000046,74.8
00:40:00,,,,,,,
00:41:00,74.79,74.8,74.79,74.8,6.35521464,475.36005507,74.798426489
00:42:00,74.8,74.8,74.8,74.8,10.0,748.0,74.8
00:43:00,,,,,,,
00:44:00,72.09,72.09,72.09,72.09,0.5,36.045,72.09
00:45:00,74.58,74.58,74.58,74.58,1.5,111.87,74.58
00:46:00,,,,,,,
00:47:00,,,,,,,
00:48:00,74.41,74.41,73.51,73.51,1.16872624,86.813065902,74.280069131
00:49:00,73.04,73.04,73.04,73.04,1.48096386,108.16960033,73.04
00:50:00,73.04,73.04,72.1,72.1,12.89750582,941.20938644,72.976077668
00:51:00,72.2,72.2,72.0,72.1,4.65459834,335.86400015,72.157461421
00:52:00,72.1,72.2,72.1,72.2,1.55342545,112.0753096,72.147208353
00:53:00,72.11,72.2,72.1,72.11,42.15294536,3039.6468999,72.109952791
00:54:00,72.11,72.11,72.1,72.1,6.66232146,480.40000048,72.106998043
00:55:00,72.1,72.11,72.1,72.11,12.0294426,867.33111544,72.100690305
00:56:00,72.11,72.11,72.0,72.0,2.14962401,154.80482496,72.014838055
00:57:00,71.02,71.02,70.8,70.8,3.40401302,241.30896455,70.889553927
00:58:00,70.8,71.0,70.8,71.0,6.20961001,440.38231071,70.919479645
00:59:00,71.04,71.04,71.04,71.04,3.28392455,233.29000003,71.04
01:00:00,71.0,71.0,70.01,70.01,5.07986471,358.74386552,70.62075193
