Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,446.27,446.27,446.27,446.27,0.2869425,128.05382947,446.27
00:01:00,,,,,,,
00:02:00,,,,,,,
00:03:00,446.01,446.01,446.01,446.01,1.2,535.212,446.01
00:04:00,,,,,,,
00:05:00,,,,,,,
00:06:00,,,,,,,
00:07:00,,,,,,,
00:08:00,446.27,446.27,446.27,446.27,0.257,114.69139,446.27
00:09:00,446.27,446.27,446.01,446.01,0.417722,186.41159694,446.25755153
00:10:00,446.01,446.01,446.01,446.01,0.08497621,37.900239422,446.01
00:11:00,446.01,446.01,446.01,446.01,0.12,53.5212,446.01
00:12:00,446.01,446.27,446.01,446.27,0.25735602,114.85017848,446.26964032
00:13:00,446.27,446.52,446.27,446.52,0.13457,60.072840025,446.4058856
00:14:00,446.52,446.52,446.52,446.52,0.03,13.3956,446.52
00:15:00,446.01,446.52,446.01,446.52,0.13580963,60.634065988,446.46367115
00:16:00,,,,,,,
00:17:00,,,,,,,
00:18:00,,,,,,,
00:19:00,,,,,,,
00:20:00,446.53,446.54,446.53,446.54,0.18587015,82.998056936,446.5378488
00:21:00,446.54,446.54,446.54,446.54,0.01502379,6.7087231866,446.54
00:22:00,446.54,446.54,446.54,446.54,0.04472432,19.971197853,446.54
00:23:00,,,,,,,
00:24:00,446.54,446.55,446.54,446.55,0.67067739,299.48628173,446.54298206
00:25:00,,,,,,,
00:26:00,446.55,448.1,446.55,448.1,1.01393909,453.39204355,447.15905326
00:27:00,448.1,448.11,448.1,448.11,1.11113217,497.90795716,448.10866844
00:28:00,,,,,,,
00:29:00,448.11,448.11,448.11,448.11,0.05527568,24.769584965,448.11
00:30:00,448.11,448.11,448.11,448.11,0.01301703,5.8330613133,448.11
00:31:00,,,,,,,
00:32:00,,,,,,,
00:33:00,,,,,,,
00:34:00,448.11,448.11,448.11,448.11,0.02092055,9.3747076605,448.11
00:35:00,448.11,448.45,448.11,448.45,11.13162694,4990.0279403,448.27480899
00:36:00,,,,,,,
00:37:00,,,,,,,
00:38:00,448.44,448.44,448.44,448.44,0.25,112.11,448.44
00:39:00,447.86,447.86,447.43,447.43,1.35633,607.04697429,447.56583891
00:40:00,447.48,447.48,445.85,445.85,53.85,24019.28735,446.04061931
00:41:00,,,,,,,
00:42:00,447.66,447.66,445.86,445.86,0.167,74.57922,446.58215569
00:43:00,,,,,,,
00:44:00,,,,,,,
00:45:00,,,,,,,
00:46:00,447.66,447.66,447.66,447.66,0.04210348,18.848043857,447.66
00:47:00,445.86,447.6,445.85,447.6,10.69916315,4770.3603557,445.86294169
00:48:00,,,,,,,
00:49:00,,,,,,,
00:50:00,,,,,,,
00:51:00,,,,,,,
00:52:00,447.37,447.37,447.37,447.37,0.1089,48.718593,447.37
00:53:00,447.37,447.37,447.37,447.37,0.11119652,49.745987152,447.37
00:54:00,447.37,447.37,447.37,447.37,0.0241,10.781617,447.37
00:55:00,447.37,447.6,447.37,447.6,0.015,6.7110551996,447.40367997
00:56:00,445.85,447.6,445.27,445.27,78.67760043,35069.813342,445.74075912
00:57:00,447.29,447.29,447.29,447.29,0.1146,51.259434,447.29
00:58:00,447.29,447.6,447.29,447.36,0.22684367,101.47442548,447.33196867
00:59:00,447.36,447.36,447.36,447.36,0.089,39.81504,447.36
01:00:00,447.36,447.6,446.0,446.0,6.0294,2690.2166533,446.1831448
01:01:00,447.6,447.66,446.0,447.01,2.48146046,1110.5332044,447.53209744
01:02:00,446.0,446.0,445.36,445.36,0.92507965,412.01720419,445.38565321
01:03:00,,,,,,,
01:04:00,,,,,,,
01:05:00,,,,,,,
01:06:00,,,,,,,
01:07:00,445.36,445.36,445.36,445.36,2.938,1308.46768,445.36
01:08:00,,,,,,,
01:09:00,447.28,447.59,445.37,445.37,2.24631116,1005.1965369,447.48766548
01:10:00,,,,,,,
01:11:00,,,,,,,
