Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,906.2,906.22,906.2,906.22,0.22039058,199.71828361,906.20154276
00:01:00,906.82,906.88,906.78,906.78,26.8328387,24333.687631,906.86221846
00:02:00,906.07,906.5,903.74,906.07,4.64512456,4200.2190736,904.22097823
00:03:00,906.04,906.04,906.01,906.01,0.29700562,269.09816178,906.03727221
00:04:00,903.92,903.96,901.96,903.93,10.68158985,9653.0811722,903.712023
00:05:00,903.93,903.93,902.05,902.05,9.99737202,9035.2227872,903.75978498
00:06:00,,,,,,,
00:07:00,,,,,,,
00:08:00,904.5,904.5,903.95,903.95,0.09,81.3995,904.43888889
00:09:00,903.05,903.11,902.9,902.9,6.66635102,6020.3460902,903.09467235
00:10:00,902.72,902.72,902.67,902.67,0.67509325,609.41450948,902.7116024
00:11:00,,,,,,,
00:12:00,,,,,,,
00:13:00,,,,,,,
00:14:00,902.95,904.74,902.95,904.74,8.83125668,7980.8478818,903.70466752
00:15:00,902.92,903.81,902.92,903.81,0.26768409,241.88215738,903.61051112
00:16:00,903.76,903.76,902.82,902.82,1.1520117,1040.1611646,902.90850747
00:17:00,902.01,902.01,901.72,901.72,11.446,10324.304784,902.0011169
00:18:00,901.01,901.01,899.36,899.36,8.14593925,7337.4818989,900.7533292
00:19:00,899.36,899.36,898.92,898.92,1.56004631,1402.6973294,899.13826299
00:20:00,898.87,901.46,898.87,901.46,4.173,3751.43258,898.97737359
00:21:00,901.42,901.42,901.35,901.35,0.092,82.92868,901.39869565
00:22:00,898.93,898.93,898.93,898.93,0.0144289,12.970571077,898.93
00:23:00,902.35,902.35,897.83,897.83,0.71609543,643.06755992,898.01936024
00:24:00,,,,,,,
00:25:00,898.76,898.76,898.76,898.76,0.095,85.3822,898.76
00:26:00,,,,,,,
00:27:00,,,,,,,
00:28:00,,,,,,,
00:29:00,900.89,900.89,900.84,900.84,0.09625561,86.711516493,900.84636618
00:30:00,,,,,,,
00:31:00,901.84,901.85,901.84,901.85,0.242,218.24548646,901.84085314
00:32:00,901.0,901.92,900.98,901.92,6.65885927,5999.7315048,901.01491284
00:33:00,901.82,902.6,901.82,902.6,3.68311684,3323.3494297,902.31984866
00:34:00,902.69,902.69,902.69,902.69,1.13312428,1022.8599563,902.69
00:35:00,902.69,902.69,902.69,902.69,0.0555846,50.175662574,902.69
00:36:00,902.92,902.92,902.92,902.92,0.0359,32.414828,902.92
00:37:00,,,,,,,
00:38:00,902.69,902.69,902.68,902.68,10.16551144,9176.3033108,902.6897825
00:39:00,902.08,902.92,902.08,902.92,13.36528483,12058.268655,902.20813165
00:40:00,,,,,,,
00:41:00,900.55,900.64,900.55,900.64,2.02753704,1826.0187649,900.60932494
00:42:00,900.69,900.71,900.69,900.69,0.62977681,567.23458225,900.69144059
00:43:00,900.71,900.71,900.71,900.71,0.06831177,61.529094357,900.71
00:44:00,900.71,900.72,900.71,900.72,0.245,220.67499,900.7142449
00:45:00,900.72,900.72,900.72,900.72,0.01,9.0072,900.72
00:46:00,,,,,,,
00:47:00,899.68,899.68,899.68,899.68,0.11392555,102.49653882,899.68
00:48:00,899.68,899.68,899.68,899.68,0.04536308,40.812255814,899.68
00:49:00,,,,,,,
00:50:00,,,,,,,
00:51:00,,,,,,,
00:52:00,899.66,899.66,897.27,897.53,21.19569776,19044.311411,898.49891363
00:53:00,896.03,896.03,892.57,893.13,6.97602267,6238.0782788,894.21703081
00:54:00,893.87,894.23,893.87,894.23,0.6113,546.613999,894.18288729
00:55:00,895.87,895.87,895.84,895.84,0.14267264,127.81305782,895.84841086
00:56:00,895.67,895.7,895.67,895.7,3.0,2687.0788795,895.69295984
00:57:00,895.7,895.7,895.7,895.7,0.055,49.2635,895.7
00:58:00,,,,,,,
00:59:00,,,,,,,
01:00:00,899.46,899.46,899.46,899.46,0.17,152.9082,899.46
01:01:00,,,,,,,
01:02:00,,,,,,,
01:03:00,,,,,,,
01:04:00,,,,,,,
