Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,627.7,627.7,627.64,627.7,1.40323376,880.80891479,627.69934696
00:01:00,627.7,627.7,627.7,627.7,0.0977408,61.35190016,627.7
00:02:00,627.7,628.32,627.7,628.0,0.2547927,160.01206012,628.00880921
00:03:00,628.0,628.0,628.0,628.0,0.03241962,20.35952136,628.0
00:04:00,628.0,629.59,628.0,628.01,8.72241962,5491.3431941,629.56650028
00:05:00,628.01,628.01,628.0,628.0,0.04862943,30.539399942,628.0024245
00:06:00,629.58,629.8,629.58,629.58,3.92833702,2473.2738287,629.59817759
00:07:00,628.0,628.01,628.0,628.01,0.03241962,20.359683458,628.005
00:08:00,628.0,629.58,628.0,628.0,0.49394962,310.92927876,629.47569179
00:09:00,629.56,629.58,628.0,628.01,13.71741254,8636.1061375,629.57253143
00:10:00,628.01,628.01,628.0,628.0,0.03241962,20.359609262,628.00271138
00:11:00,628.01,629.57,628.01,628.02,0.13792803,86.699904218,628.5879978
00:12:00,628.01,629.56,628.01,628.01,0.03616465,22.717566643,628.17051024
00:13:00,628.01,629.56,628.01,628.02,0.06398936,40.209927963,628.38459336
00:14:00,629.58,629.58,628.02,628.02,14.17241962,8922.6213698,629.57643148
00:15:00,629.57,629.58,628.02,628.02,0.28660844,180.39159516,629.40084793
00:16:00,628.02,629.79,628.02,629.79,10.23533771,6443.9420322,629.57786199
00:17:00,629.79,629.79,629.79,629.79,0.06839222,43.072736234,629.79
00:18:00,629.8,629.8,629.79,629.79,16.5482127,10422.061128,629.79980477
00:19:00,629.79,629.8,628.02,629.0,32.36910513,20385.916396,629.79548906
00:20:00,628.02,629.0,628.02,628.02,0.63878048,401.74511705,628.92516229
00:21:00,628.02,628.02,628.02,628.02,0.03242804,20.365457681,628.02
00:22:00,628.02,629.0,628.02,628.02,7.12247418,4480.0044345,628.99553179
00:23:00,628.02,629.8,628.02,629.8,3.29632521,2074.3021257,629.27714759
00:24:00,628.02,629.79,628.02,629.79,0.1256309,79.061046233,629.3121058
00:25:00,628.04,628.04,628.04,628.04,0.03254148,20.437351099,628.04
