Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,234.4,234.4,234.18,234.18,0.079,18.511,234.3164557
00:01:00,,,,,,,
00:02:00,234.4,234.4,234.4,234.4,0.198,46.4112,234.4
00:03:00,,,,,,,
00:04:00,,,,,,,
00:05:00,,,,,,,
00:06:00,234.34,235.0,234.21,234.36,244.42335671,57359.439942,234.67249904
00:07:00,234.3,234.53,234.3,234.3,1.27927748,299.82285516,234.36889952
00:08:00,234.3,234.3,234.15,234.18,2.18897667,512.71780577,234.22716779
00:09:00,234.18,234.4,234.18,234.18,1.84905268,433.14888501,234.25448593
00:10:00,234.17,234.18,234.17,234.18,0.99577355,233.186415,234.17614878
00:11:00,234.18,234.4,234.16,234.4,3.53429924,828.09612324,234.30277603
00:12:00,234.2,234.25,234.2,234.25,0.82214329,192.56272546,234.22039418
00:13:00,234.25,234.25,234.18,234.21,1.77119507,414.82672398,234.20724855
00:14:00,234.18,234.39,234.17,234.18,1.9028085,445.65221888,234.20760359
00:15:00,234.4,234.7,234.17,234.18,2.27092099,532.2913639,234.39448851
00:16:00,,,,,,,
00:17:00,234.51,234.51,234.16,234.16,2.45698229,576.0255517,234.44432385
00:18:00,234.16,234.16,234.14,234.14,0.6302,147.559428,234.14698191
00:19:00,,,,,,,
00:20:00,234.14,234.16,234.14,234.16,1.542,361.069724,234.15676005
00:21:00,,,,,,,
00:22:00,234.16,234.16,234.16,234.16,2.5072795,587.10456772,234.16
00:23:00,234.16,234.16,234.16,234.16,0.15,35.124,234.16
00:24:00,,,,,,,
00:25:00,234.14,234.16,234.14,234.16,0.4157,97.333058,234.14254992
00:26:00,234.14,234.16,234.13,234.16,0.5608,131.30632233,234.14108831
00:27:00,234.13,234.13,233.98,234.01,3.25494637,761.64833442,233.99719929
00:28:00,234.16,234.52,234.03,234.04,6.18539615,1449.5660611,234.35298661
00:29:00,234.16,234.16,234.16,234.16,1.10957468,259.81800707,234.16
00:30:00,234.16,234.17,234.16,234.16,1.21581148,284.69671148,234.1618879
00:31:00,234.16,234.16,234.16,234.16,0.97354533,227.96537447,234.16
00:32:00,234.35,234.38,234.35,234.38,4.92975085,1155.3195232,234.35657467
00:33:00,234.38,234.38,234.38,234.38,0.31471646,73.763243895,234.38
00:34:00,234.4,234.4,234.4,234.4,0.3,70.32,234.4
00:35:00,234.36,234.36,234.35,234.35,0.2135,50.035834575,234.35988091
00:36:00,,,,,,,
00:37:00,234.41,234.67,234.41,234.67,1.18016796,276.89455679,234.62300806
00:38:00,,,,,,,
00:39:00,234.52,234.81,234.52,234.81,3.1075,728.96582421,234.58272702
00:40:00,234.67,234.83,234.67,234.83,14.8923,3496.654373,234.79612773
00:41:00,,,,,,,
00:42:00,,,,,,,
00:43:00,234.55,234.58,234.55,234.56,0.67264285,157.78168878,234.56978511
00:44:00,234.61,234.73,234.56,234.73,1.36104719,319.34361097,234.63081465
00:45:00,,,,,,,
00:46:00,,,,,,,
00:47:00,234.68,234.68,234.56,234.56,2.57994795,605.39031148,234.65214152
00:48:00,234.56,234.66,234.51,234.51,1.50259825,352.46373904,234.56951254
00:49:00,,,,,,,
00:50:00,,,,,,,
00:51:00,234.42,234.42,234.42,234.42,0.748,175.34616,234.42
00:52:00,234.47,234.5,234.42,234.42,1.61668267,379.0197614,234.4428925
00:53:00,234.47,234.47,234.11,234.18,3.84173364,899.66993699,234.18331964
00:54:00,234.18,234.54,234.18,234.18,1.7231638,403.77601179,234.3224781
00:55:00,234.2,234.2,234.2,234.2,1.65677347,388.01634667,234.2
00:56:00,234.17,234.43,234.13,234.43,5.76920701,1350.8666203,234.15117847
00:57:00,234.16,234.17,234.16,234.17,1.52542776,357.1981865,234.16263678
00:58:00,234.16,234.3,234.16,234.16,3.03642173,711.2535123,234.24068708
00:59:00,234.31,234.73,234.15,234.18,8.76025995,2054.1364569,234.4835049
01:00:00,,,,,,,
01:01:00,,,,,,,
01:02:00,,,,,,,
01:03:00,,,,,,,
01:04:00,234.43,234.43,234.2,234.21,1.26149491,295.63113543,234.34984405
01:05:00,234.21,234.21,234.21,234.21,1.46037828,342.03519696,234.21
01:06:00,234.21,234.21,234.21,234.21,1.48322995,347.38728659,234.21
01:07:00,234.21,234.43,234.21,234.21,1.54618032,362.18369275,234.24414867
01:08:00,234.21,234.21,234.21,234.21,1.47450136,345.34296353,234.21
01:09:00,234.21,234.21,234.21,234.21,1.50313576,352.04942635,234.21
01:10:00,234.21,234.43,234.13,234.13,5.52019506,1292.8766174,234.20850229
01:11:00,234.16,234.3,234.16,234.16,1.57145619,367.99836145,234.17665971
01:12:00,234.16,234.31,234.16,234.16,2.06007555,482.45220169,234.19150899
01:13:00,234.16,234.16,234.16,234.16,1.05812888,247.77145854,234.16
01:14:00,234.16,234.16,234.16,234.16,1.4578628,341.37315325,234.16
01:15:00,234.16,234.17,234.16,234.17,1.76284505,412.79750145,234.16550504
01:16:00,234.17,234.17,234.17,234.17,0.23832574,55.808738536,234.17
01:17:00,,,,,,,
01:18:00,,,,,,,
01:19:00,234.3,234.3,234.13,234.3,1.21912931,285.49594548,234.18019987
01:20:00,234.16,234.16,234.16,234.16,0.37594069,88.03027197,234.16
01:21:00,234.3,234.3,234.2,234.2,1.443,337.9949,234.23069993
01:22:00,,,,,,,
01:23:00,234.2,234.31,234.14,234.16,13.65306124,3196.7644671,234.14268865
01:24:00,234.16,234.16,234.08,234.08,4.37225654,1023.653337,234.12471973
01:25:00,234.08,234.51,234.05,234.05,5.21337173,1220.3837639,234.08723319
01:26:00,234.2,234.2,234.2,234.2,0.2620177,61.36454534,234.2
01:27:00,234.2,234.24,234.2,234.2,1.0667081,249.83175024,234.20816833
01:28:00,234.25,234.3,234.2,234.23,2.04613346,479.26234566,234.22829206
01:29:00,234.23,234.23,234.2,234.2,1.6137808,377.97185764,234.21511623
01:30:00,234.2,234.37,234.2,234.2,2.12485695,497.79705599,234.27320884
01:31:00,234.2,234.37,233.75,234.01,7.01504497,1641.7215296,234.02865365
01:32:00,234.05,234.31,233.8,233.84,4.27234404,1000.3486065,234.14514307
01:33:00,233.88,234.55,233.88,233.97,2.10270591,492.13912306,234.05038276
01:34:00,,,,,,,
01:35:00,234.21,234.22,234.1,234.22,2.0193527,472.85328817,234.16082201
01:36:00,234.1,234.14,234.1,234.14,0.69991828,163.86386224,234.11856345
01:37:00,234.31,234.34,234.31,234.34,1.68779961,395.51255883,234.33620703
01:38:00,234.34,234.34,234.34,234.34,1.47908923,346.60977016,234.34
01:39:00,234.34,234.34,234.34,234.34,1.20599578,282.61305109,234.34
01:40:00,234.34,234.34,234.34,234.34,0.94530651,221.52312755,234.34
01:41:00,234.34,234.34,234.34,234.34,1.34026302,314.07723611,234.34
01:42:00,234.34,234.34,234.34,234.34,1.24172233,290.98521081,234.34
01:43:00,234.34,234.34,234.34,234.34,1.20777736,283.03054654,234.34
01:44:00,234.34,234.66,234.34,234.34,17.48499215,4098.9566798,234.42713869
01:45:00,234.34,234.54,234.31,234.34,2.02378606,474.30171661,234.36356539
01:46:00,234.34,234.34,233.95,233.98,1.54736493,362.42378306,234.21998006
01:47:00,234.2,234.2,233.95,234.05,1.36869084,320.37116802,234.07124433
01:48:00,234.07,234.1,234.07,234.1,1.6718324,391.35720196,234.08877706
01:49:00,234.1,234.13,234.1,234.13,1.58314926,370.64181461,234.1167848
01:50:00,234.13,234.13,234.13,234.13,1.66980519,390.95148913,234.13
01:51:00,234.13,234.13,234.12,234.12,1.24223058,290.84142103,234.12837014
01:52:00,234.17,234.3,234.08,234.08,2.26095573,529.54090067,234.21108766
01:53:00,234.3,234.3,234.3,234.3,0.366,85.7538,234.3
01:54:00,234.3,234.3,234.3,234.3,0.13,30.459,234.3
01:55:00,234.3,234.63,234.3,234.63,2.48869261,583.19366148,234.33736217
01:56:00,,,,,,,
01:57:00,,,,,,,
01:58:00,234.32,234.33,234.05,234.09,1.84277629,431.69351621,234.26257357
01:59:00,234.11,234.18,234.11,234.18,1.32038782,309.15884239,234.14245247
02:00:00,234.09,234.76,234.06,234.76,11.09982771,2602.287652,234.44396796
02:01:00,234.2,234.23,233.97,234.23,1.2523269,293.19545358,234.12054279
02:02:00,234.19,234.26,234.19,234.19,0.8904058,208.54085366,234.20877723
02:03:00,234.19,234.19,234.19,234.19,0.2848709,66.713916071,234.19
02:04:00,234.39,234.39,234.39,234.39,0.554,129.85206,234.39
02:05:00,,,,,,,
02:06:00,234.41,234.41,234.41,234.41,0.38722751,90.770000619,234.41
02:07:00,,,,,,,
02:08:00,,,,,,,
02:09:00,,,,,,,
02:10:00,,,,,,,
02:11:00,,,,,,,
02:12:00,,,,,,,
02:13:00,234.4,234.4,234.4,234.4,0.08099581,18.985417864,234.4
02:14:00,,,,,,,
02:15:00,,,,,,,
02:16:00,,,,,,,
02:17:00,,,,,,,
02:18:00,234.41,234.41,234.41,234.41,0.80992368,189.85420983,234.41
02:19:00,,,,,,,
02:20:00,234.41,234.41,234.41,234.41,0.32352942,75.838531342,234.41
02:21:00,234.41,234.41,234.41,234.41,0.15718122,36.84484978,234.41
02:22:00,234.41,234.82,234.41,234.82,30.40015488,7137.2023201,234.77519599
02:23:00,234.29,234.31,234.29,234.31,0.22997108,53.881924333,234.29869675
02:24:00,,,,,,,
02:25:00,234.57,234.57,234.57,234.57,0.03128306,7.3380673842,234.57
02:26:00,234.33,234.33,234.1,234.2,3.05256116,714.8211951,234.17096583
02:27:00,234.21,234.33,234.21,234.22,1.30303385,305.22124951,234.23892596
02:28:00,234.21,234.21,234.21,234.21,1.76373634,413.08468819,234.21
02:29:00,234.21,234.21,234.21,234.21,0.58797994,137.71078175,234.21
02:30:00,234.21,234.21,234.21,234.21,1.46759601,343.7256615,234.21
02:31:00,234.21,234.21,234.21,234.21,1.63024389,381.81942148,234.21
02:32:00,234.45,234.8,234.21,234.8,1.77317805,416.09458864,234.66035384
02:33:00,,,,,,,
02:34:00,,,,,,,
02:35:00,234.58,234.77,234.58,234.77,0.25577,60.006624989,234.61166278
02:36:00,234.44,234.44,234.06,234.06,1.21327419,284.0600011,234.12679792
02:37:00,234.58,234.79,234.31,234.31,1.21458895,285.0212838,234.66480886
02:38:00,234.33,234.33,234.08,234.08,2.58972496,606.37768379,234.14752267
02:39:00,234.21,234.21,234.07,234.1,2.65125644,620.67907498,234.10752186
02:40:00,234.08,234.12,234.08,234.12,1.57562063,368.8443019,234.09461318
02:41:00,234.07,234.07,234.07,234.07,1.0,234.07,234.07
02:42:00,234.25,234.31,234.09,234.09,2.70040126,632.31771171,234.15694589
02:43:00,234.09,234.15,234.09,234.15,1.44187946,337.57975275,234.12480871
02:44:00,234.15,234.15,234.09,234.09,1.52723258,357.55609617,234.12026488
02:45:00,234.1,234.14,234.1,234.14,1.77811204,416.30522645,234.12766861
02:46:00,234.14,234.14,234.09,234.12,1.21311872,284.00884674,234.11463533
02:47:00,234.12,234.14,234.12,234.14,1.30893369,306.46827083,234.13582611
02:48:00,234.1,234.79,234.1,234.17,7.07215147,1659.6331547,234.67160761
02:49:00,234.18,234.18,234.18,234.18,0.047424,11.10575232,234.18
02:50:00,,,,,,,
02:51:00,234.45,234.45,234.45,234.45,0.31326509,73.44500035,234.45
02:52:00,234.45,234.45,234.09,234.14,0.80889978,189.46735824,234.22847048
02:53:00,,,,,,,
02:54:00,,,,,,,
02:55:00,234.15,234.15,234.11,234.11,0.42215977,98.843355806,234.13731679
02:56:00,,,,,,,
02:57:00,234.29,234.29,234.29,234.29,0.1,23.429,234.29
02:58:00,234.1,234.1,234.09,234.09,2.8,655.4584075,234.09228839
02:59:00,234.04,234.04,234.03,234.03,4.7537072,1112.5161116,234.03126545
03:00:00,,,,,,,
03:01:00,,,,,,,
03:02:00,,,,,,,
03:03:00,234.29,234.29,234.29,234.29,0.11341073,26.570999932,234.29
03:04:00,,,,,,,
