Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,9410.76,9416.76,9410.76,9416.76,0.83368446,7847.8304822,9413.430211
00:01:00,9416.96,9423.78,9410.76,9410.76,1.10124283,10369.780158,9416.4337556
00:02:00,9411.03,9422.15,9404.41,9404.41,1.5730999,14803.062768,9410.1225027
00:03:00,9407.91,9407.94,9394.95,9394.95,11.71917419,110166.66449,9400.5484267
00:04:00,9396.05,9402.3,9396.05,9398.05,0.53291403,5008.3585614,9398.0609995
00:05:00,9400.29,9405.33,9400.29,9405.33,2.48340945,23350.187308,9402.4717947
00:06:00,9404.92,9404.92,9388.02,9388.02,3.35662194,31561.096979,9402.6368006
00:07:00,9401.14,9401.14,9380.2,9380.2,0.13298375,1249.6326193,9396.8820949
00:08:00,9388.16,9394.93,9388.16,9393.44,2.41006518,22631.926778,9390.5870123
00:09:00,9394.93,9394.93,9383.39,9384.08,4.50801982,42321.345735,9388.012348
00:10:00,9394.61,9395.14,9394.09,9395.14,0.21405012,2011.0018876,9395.0047193
00:11:00,9389.4,9389.4,9383.1,9387.32,1.18026783,11076.923124,9385.0928086
00:12:00,9389.13,9389.27,9380.54,9380.54,0.16434888,1542.3836707,9384.8140049
00:13:00,9382.18,9387.01,9382.18,9387.0,0.33379467,3131.8306771,9382.5065484
00:14:00,9387.0,9387.19,9380.59,9380.59,1.04610895,9815.48404,9382.8506486
00:15:00,9379.15,9379.64,9379.15,9379.64,1.35222066,12683.012688,9379.3957327
00:16:00,9380.42,9386.39,9379.4,9379.4,7.46369338,70022.042778,9381.6880214
00:17:00,9379.81,9388.97,9376.5,9382.03,1.46301708,13723.14678,9380.0318311
00:18:00,9382.03,9382.03,9376.0,9376.0,0.03292788,308.9114335,9381.4552745
00:19:00,9382.03,9382.03,9376.0,9376.0,0.86883876,8146.602351,9376.4260138
00:20:00,9376.0,9380.15,9376.0,9377.31,8.62774901,80894.03219,9376.0298423
00:21:00,9377.31,9384.57,9376.0,9382.34,3.44828021,32348.102084,9380.9377759
00:22:00,9384.57,9389.4,9382.36,9385.46,4.85116885,45532.815589,9385.9473864
00:23:00,9390.36,9394.87,9390.36,9394.87,0.4892976,4594.7819183,9390.567046
00:24:00,9395.06,9397.44,9395.06,9397.43,0.15003491,1409.7337049,9396.037928
