Time,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
00:00:00,253.45,253.45,253.45,253.45,0.82643519,209.45999891,253.45
00:01:00,253.32,253.32,253.32,253.32,1.64,415.4448,253.32
00:02:00,253.28,253.28,253.28,253.28,3.3,835.824,253.28
00:03:00,,,,,,,
00:04:00,253.16,253.16,253.16,253.16,5.0,1265.8,253.16
00:05:00,253.16,253.29,253.16,253.29,1.2,303.920648,253.26720667
00:06:00,,,,,,,
00:07:00,253.33,253.33,253.33,253.33,3.32,841.0556,253.33
00:08:00,253.14,253.14,253.14,253.14,0.2208,55.893312,253.14
00:09:00,253.17,253.17,252.84,252.84,2.08314763,526.86709747,252.91875136
00:10:00,253.37,253.37,253.37,253.37,2.81,711.9697,253.37
00:11:00,252.95,252.95,252.95,252.95,2.0,505.9,252.95
00:12:00,,,,,,,
00:13:00,253.14,253.24,252.78,253.24,6.64188331,1681.1087708,253.10724268
00:14:00,253.14,253.14,253.14,253.14,2.0,506.28,253.14
00:15:00,253.19,253.19,253.19,253.19,0.75,189.8925,253.19
00:16:00,253.21,253.21,253.14,253.14,1.58666643,401.68984174,253.16590441
00:17:00,,,,,,,
00:18:00,253.18,253.18,253.08,253.08,3.98717876,1009.2442006,253.12238586
00:19:00,253.04,253.04,253.04,253.04,0.71083623,179.86999964,253.04
00:20:00,,,,,,,
00:21:00,252.94,252.94,252.94,252.94,0.12,30.3528,252.94
00:22:00,252.89,252.89,252.89,252.89,0.5902,149.255678,252.89
00:23:00,252.76,252.76,252.76,252.76,5.31614991,1343.7100513,252.76
00:24:00,252.67,252.67,252.67,252.67,0.24436304,61.743209317,252.67
00:25:00,,,,,,,
00:26:00,252.85,252.85,252.85,252.85,1.42,359.047,252.85
00:27:00,252.85,252.85,252.85,252.85,0.03964721,10.024797048,252.85
00:28:00,,,,,,,
00:29:00,,,,,,,
00:30:00,252.84,252.99,252.84,252.94,1.21407526,307.05997781,252.91675725
00:31:00,252.92,252.92,252.92,252.92,3.09,781.5228,252.92
00:32:00,,,,,,,
00:33:00,252.96,252.96,252.96,252.96,2.7406,693.262176,252.96
00:34:00,,,,,,,
00:35:00,253.0,253.0,253.0,253.0,113.96944664,28834.27,253.0
00:36:00,253.0,253.0,253.0,253.0,0.56,141.68,253.0
00:37:00,253.0,253.0,253.0,253.0,9.002,2277.506,253.0
00:38:00,253.0,253.0,253.0,253.0,9.002,2277.506,253.0
00:39:00,253.0,253.0,252.99,253.0,6.0,1517.98,252.99666667
00:40:00,253.0,253.0,253.0,253.0,8.0,2024.0,253.0
00:41:00,253.0,253.0,252.98,252.99,6.15173647,1556.3462922,252.99300446
00:42:00,,,,,,,
00:43:00,,,,,,,
00:44:00,253.0,253.0,253.0,253.0,9.3,2352.9,253.0
00:45:00,252.99,252.99,252.99,252.99,2.37,599.5863,252.99
00:46:00,,,,,,,
00:47:00,,,,,,,
00:48:00,252.99,252.99,252.88,252.88,0.44063914,111.45529603,252.94007252
